
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_NH4
	6-17-1993	6-24-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-24-1993	7-1-1993	11.006	0.139	2.253	6.660	0.577	0.1750	#N/A	0.0908
	7-1-1993	7-8-1993	9.245	0.248	2.555	5.648	1.134	0.2116	#N/A	0.1514
	7-8-1993	7-15-1993	7.855	0.409	2.678	4.861	1.455	0.3595	#N/A	0.7711
	7-15-1993	7-22-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-22-1993	7-29-1993	13.173	0.170	2.270	7.253	0.445	0.0533	#N/A	0.1982
	7-29-1993	8-5-1993	13.477	0.162	2.567	7.898	0.579	0.1854	#N/A	0.1932
	8-5-1993	8-12-1993	11.486	0.294	2.834	7.857	0.856	0.1739	#N/A	0.2318
	8-12-1993	8-19-1993	8.514	0.325	2.737	5.330	1.396	0.0851	#N/A	0.2931
	8-19-1993	8-26-1993	15.365	0.243	3.064	10.542	0.410	0.0733	#N/A	0.1883
	8-26-1993	9-2-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-2-1993	9-9-1993	14.298	0.163	2.205	7.616	0.288	0.0480	#N/A	0.2482
	9-9-1993	9-16-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-16-1993	9-23-1993	11.551	0.442	2.567	6.847	0.843	0.1090	#N/A	0.2007
	9-23-1993	9-30-1993	11.003	0.245	2.520	6.336	0.926	0.0353	#N/A	0.1522
	9-30-1993	10-7-1993	18.562	0.105	3.061	12.698	-0.135	0.0107	#N/A	0.0667
	10-7-1993	10-14-1993	26.994	0.240	4.444	18.322	-0.168	0.0086	#N/A	0.0957
	10-14-1993	10-21-1993	40.285	0.090	5.959	28.207	-1.141	#N/A	#N/A	0.0220
	10-21-1993	10-28-1993	36.831	0.185	5.787	25.804	-0.708	0.0050	#N/A	0.0030
	10-28-1993	11-4-1993	50.539	0.093	7.203	35.173	-1.650	0.0035	#N/A	0.0139
	11-4-1993	11-11-1993	39.080	0.068	6.121	26.826	-0.631	0.0023	#N/A	0.0299
	11-11-1993	11-18-1993	19.079	0.159	3.314	10.571	0.653	0.0051	#N/A	0.0723
	11-18-1993	11-25-1993	60.575	0.073	8.780	40.495	-1.413	0.0033	#N/A	-0.0051
	11-25-1993	12-2-1993	29.300	0.080	4.715	20.869	-0.537	#N/A	#N/A	0.0680
	12-2-1993	12-9-1993	46.879	0.064	7.082	32.038	-0.982	0.0010	#N/A	0.0388
	12-9-1993	12-16-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-16-1993	12-27-1993	39.405	0.058	5.707	24.568	-0.477	0.0040	#N/A	-0.0225
	12-27-1993	12-30-1993	39.872	0.094	4.552	21.121	-0.764	0.0049	#N/A	-0.0490
	1-1-1994	1-6-1994	58.225	0.097	8.546	38.613	-1.173	0.0015	#N/A	0.0297
	1-6-1994	1-14-1994	101.586	0.094	16.392	63.524	0.403	0.0024	#N/A	0.0334
	1-14-1994	1-20-1994	72.143	0.104	10.388	53.309	-3.030	0.0015	#N/A	0.0303
	1-20-1994	1-27-1994	48.755	0.082	7.045	37.636	-2.428	0.0042	#N/A	-0.0025
	1-27-1994	2-1-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-1-1994	2-2-1994	12.726	0.060	2.268	7.147	0.469	0.0013	#N/A	0.0071
	2-2-1994	2-3-1994	54.761	0.081	7.778	27.935	0.746	0.0033	#N/A	0.0434
	2-3-1994	2-4-1994	70.532	0.258	10.803	39.819	0.780	0.0037	#N/A	0.1330
	2-4-1994	2-5-1994	38.845	0.045	5.575	22.068	0.021	0.0013	#N/A	0.0547
	2-5-1994	2-6-1994	46.732	0.101	6.997	25.706	0.527	0.0004	#N/A	0.0216
	2-6-1994	2-7-1994	60.383	0.060	9.491	34.131	0.901	0.0034	#N/A	0.0178
	2-7-1994	2-8-1994	68.232	0.158	11.221	37.658	1.743	0.0030	#N/A	0.1401
	2-8-1994	2-9-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-9-1994	2-10-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-10-1994	2-11-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-11-1994	2-12-1994	69.438	0.121	9.995	38.118	0.401	0.0086	#N/A	0.0370
	2-12-1994	2-13-1994	106.643	0.287	15.644	55.623	1.644	0.0047	#N/A	0.1378
	2-13-1994	2-14-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-14-1994	2-15-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-15-1994	2-16-1994	45.130	0.161	6.301	25.308	-0.069	0.0056	#N/A	0.0232
	2-16-1994	2-17-1994	44.107	0.091	6.487	23.926	0.465	0.0051	#N/A	0.0718
	2-17-1994	2-18-1994	53.486	0.041	7.423	27.621	0.471	0.0028	#N/A	0.0200
	2-18-1994	2-19-1994	58.719	0.039	8.060	30.906	0.281	0.0146	#N/A	-0.0521
	2-19-1994	2-20-1994	44.219	0.015	6.106	23.058	0.303	#N/A	#N/A	0.0547
	2-20-1994	2-21-1994	5.098	0.087	7.856	24.681	1.644	0.0036	#N/A	0.0582
	2-21-1994	2-22-1994	30.059	0.096	4.763	16.167	0.694	0.0019	#N/A	0.0543
	2-22-1994	2-23-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-23-1994	2-24-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-24-1994	2-25-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-25-1994	2-26-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-26-1994	2-27-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-27-1994	2-28-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-28-1994	3-1-1994	7.705	0.095	2.305	3.776	1.355	0.0023	#N/A	0.2176
	3-1-1994	3-2-1994	5.043	0.127	1.735	2.566	1.089	0.0031	#N/A	0.1393
	3-2-1994	3-3-1994	6.230	0.081	1.830	3.792	0.876	0.0034	#N/A	0.1085
	3-3-1994	3-4-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-4-1994	3-5-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-5-1994	3-6-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-6-1994	3-7-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-7-1994	3-8-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-8-1994	3-9-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-9-1994	3-10-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-10-1994	3-11-1994	81.915	0.291	13.677	45.284	2.279	0.0118	#N/A	0.0721
	3-11-1994	3-12-1994	92.032	0.270	15.607	55.933	1.529	0.0054	#N/A	0.5169
	3-12-1994	3-13-1994	49.643	0.142	8.123	24.413	1.978	0.0062	#N/A	0.1623
	3-13-1994	3-14-1994	54.291	0.187	8.374	26.629	1.671	#N/A	#N/A	0.1039
	3-14-1994	3-15-1994	79.902	0.171	11.942	43.730	0.935	#N/A	#N/A	0.1070
	3-15-1994	3-17-1994	53.181	0.157	8.210	27.450	1.301	#N/A	#N/A	0.0966
	3-17-1994	3-24-1994	23.825	0.104	3.775	13.795	0.303	#N/A	#N/A	0.0595
	3-24-1994	3-31-1994	35.524	0.092	5.747	24.124	-0.325	#N/A	#N/A	0.0777
	3-31-1994	4-7-1994	43.989	0.140	6.693	28.665	-0.522	#N/A	#N/A	0.0721
	4-7-1994	4-14-1994	#N/A	#N/A	#N/A	30.454	#N/A	#N/A	#N/A	0.0855
	4-14-1994	4-21-1994	68.288	0.467	11.345	40.512	1.149	#N/A	#N/A	0.2716
	4-21-1994	4-28-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-28-1994	5-5-1994	4.654	0.307	2.058	3.031	1.295	#N/A	#N/A	0.2677
	5-5-1994	5-12-1994	193.306	0.547	22.047	123.443	-9.023	#N/A	#N/A	0.3020
	5-12-1994	5-19-1994	21.303	0.293	3.805	12.004	0.783	#N/A	#N/A	0.1785
	5-19-1994	5-26-1994	25.479	0.677	5.354	18.728	0.640	#N/A	#N/A	0.1652
	5-26-1994	6-2-1994	13.753	0.289	3.139	9.027	0.867	#N/A	#N/A	0.1538
	6-2-1994	6-9-1994	27.669	0.324	4.194	16.135	0.133	#N/A	#N/A	0.1514
	6-9-1994	6-16-1994	7.154	0.382	2.235	4.194	1.179	#N/A	#N/A	0.1907
	6-16-1994	6-23-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-23-1994	6-30-1994	24.862	0.185	3.218	14.167	-0.347	#N/A	#N/A	0.2408
	6-30-1994	7-7-1994	5.799	0.201	1.821	3.579	0.920	#N/A	#N/A	0.1697
	7-7-1994	7-14-1994	10.505	0.112	2.047	7.146	0.249	#N/A	#N/A	0.0765
	7-14-1994	7-21-1994	11.349	0.085	2.110	6.446	0.487	#N/A	#N/A	0.1366
	7-21-1994	7-28-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-28-1994	8-4-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-4-1994	8-11-1994	12.886	0.176	2.518	6.775	0.813	#N/A	#N/A	0.1584
	8-11-1994	8-18-1994	17.338	0.115	3.078	11.577	0.164	#N/A	#N/A	0.1057
	8-18-1994	8-25-1994	11.982	0.097	2.184	8.724	-0.012	#N/A	#N/A	0.0927
	8-25-1994	9-1-1994	13.463	0.174	2.688	9.194	0.374	#N/A	#N/A	0.1334
	9-1-1994	9-8-1994	32.866	0.145	5.023	22.715	-0.695	#N/A	#N/A	0.0200
	9-8-1994	9-15-1994	27.714	0.226	3.948	20.680	-1.258	#N/A	#N/A	0.0950
	9-15-1994	9-22-1994	24.060	0.157	3.840	13.029	0.561	#N/A	#N/A	0.3663
	9-22-1994	9-30-1994	14.772	0.178	2.559	10.434	-0.068	#N/A	#N/A	0.1257
	9-30-1994	10-6-1994	29.350	0.184	5.860	16.352	1.745	#N/A	#N/A	0.1352
	10-6-1994	10-13-1994	22.056	0.072	3.224	12.185	0.157	#N/A	#N/A	0.0754
	10-13-1994	10-20-1994	46.317	0.107	7.050	29.445	-0.361	#N/A	#N/A	0.0120
	10-20-1994	10-27-1994	45.858	0.128	6.951	28.267	-0.164	#N/A	#N/A	0.0478
	10-27-1994	11-3-1994	38.786	0.186	6.255	23.719	0.285	#N/A	#N/A	0.1117
	11-3-1994	11-10-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-10-1994	11-17-1994	51.108	0.095	7.635	35.322	-1.256	#N/A	#N/A	0.0514
	11-17-1994	11-25-1994	45.211	0.155	6.766	29.717	-0.714	#N/A	#N/A	0.0668
	11-25-1994	12-1-1994	35.520	0.097	5.585	23.298	-0.279	#N/A	#N/A	0.1210
	12-1-1994	12-8-1994	42.185	0.168	6.436	30.676	-1.285	#N/A	#N/A	0.0410
	12-8-1994	12-15-1994	64.749	0.066	9.492	37.381	0.083	#N/A	#N/A	0.0074
	12-15-1994	12-28-1994	13.229	0.018	2.079	8.321	-0.015	#N/A	#N/A	0.0059
	12-28-1994	1-5-1995	26.375	0.050	4.401	18.350	-0.218	#N/A	#N/A	0.0239
	1-5-1995	1-12-1995	49.255	0.182	9.660	33.841	1.142	#N/A	#N/A	0.0219
	1-12-1995	1-19-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-19-1995	1-26-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-26-1995	2-2-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-2-1995	2-9-1995	43.691	0.184	8.716	29.701	1.240	#N/A	#N/A	0.1319
	2-9-1995	2-16-1995	48.441	0.174	8.140	26.110	1.568	#N/A	#N/A	0.0314
	2-16-1995	2-23-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-23-1995	3-2-1995	34.872	0.095	5.371	19.188	0.542	#N/A	#N/A	0.0279
	3-2-1995	3-9-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-9-1995	3-16-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-16-1995	3-23-1995	34.411	0.378	6.830	18.712	2.120	#N/A	#N/A	0.2358
	3-23-1995	3-30-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
